time,x,y,z,roll,pitch,thrust,voltage,yaw,state
1775850717.953,1.522,-0.357,1187.270,-0.595,0.081,0.550,10.833,0.000,TAKEOFF
1775850718.283,1.647,-0.619,1188.740,-0.592,-0.098,0.550,10.830,0.000,TAKEOFF
1775850718.610,1.687,-0.906,1190.210,-0.536,-0.269,0.550,10.828,0.000,TAKEOFF
1775850718.935,1.638,-1.193,1191.680,-0.433,-0.415,0.550,10.826,0.000,TAKEOFF
1775850719.264,1.506,-1.456,1193.150,-0.291,-0.525,0.550,10.824,0.000,TAKEOFF
1775850719.591,1.303,-1.670,1194.620,-0.123,-0.587,0.550,10.822,0.000,TAKEOFF
1775850719.917,1.050,-1.814,1196.090,0.056,-0.597,0.550,10.820,0.000,TAKEOFF
1775850720.244,0.766,-1.875,1197.560,0.230,-0.554,0.550,10.818,0.000,TAKEOFF
1775850720.571,0.477,-1.847,1199.030,0.384,-0.461,0.550,10.815,0.000,TAKEOFF
1775850720.897,0.206,-1.733,1200.500,0.503,-0.327,0.550,10.813,0.000,TAKEOFF
1775850721.221,-0.021,-1.546,1201.970,0.577,-0.164,0.550,10.811,0.000,TAKEOFF
1775850721.547,-0.183,-1.302,1203.440,0.600,0.014,0.550,10.809,0.000,TAKEOFF
1775850721.874,-0.265,-1.024,1204.910,0.569,0.190,0.550,10.807,0.000,TAKEOFF
1775850722.200,-0.257,-0.734,1206.380,0.487,0.350,0.550,10.805,0.000,TAKEOFF
1775850722.528,-0.163,-0.456,1207.850,0.362,0.478,0.550,10.802,0.000,TAKEOFF
1775850722.856,0.008,-0.217,1209.320,0.204,0.564,0.550,10.800,0.000,TAKEOFF
1775850723.183,0.240,-0.037,1210.790,0.029,0.599,0.550,10.798,0.000,TAKEOFF
1775850723.510,0.513,0.064,1212.260,-0.150,0.581,0.550,10.796,0.000,TAKEOFF
1775850723.838,0.802,0.078,1213.730,-0.315,0.511,0.550,10.794,0.000,TAKEOFF
1775850724.167,1.085,0.004,1215.200,-0.452,0.395,0.550,10.792,0.000,TAKEOFF
1775850724.496,1.335,-0.151,1216.670,-0.548,0.244,0.550,10.790,0.000,TAKEOFF
1775850724.822,1.531,-0.370,1218.140,-0.596,0.071,0.550,10.787,0.000,TAKEOFF
1775850725.150,1.652,-0.635,1219.610,-0.590,-0.108,0.550,10.785,0.000,TAKEOFF
1775850725.478,1.687,-0.923,1221.080,-0.532,-0.278,0.550,10.783,0.000,TAKEOFF
1775850725.804,1.633,-1.209,1222.550,-0.426,-0.423,0.550,10.781,0.000,TAKEOFF
1775850726.128,1.496,-1.469,1224.020,-0.282,-0.530,0.550,10.779,0.000,TAKEOFF
1775850726.455,1.290,-1.680,1225.490,-0.113,-0.589,0.550,10.777,0.000,TAKEOFF
1775850726.784,1.034,-1.820,1226.960,0.066,-0.596,0.550,10.775,0.000,TAKEOFF
1775850727.111,0.750,-1.876,1228.430,0.240,-0.550,0.550,10.772,0.000,TAKEOFF
1775850727.437,0.461,-1.842,1229.900,0.391,-0.455,0.550,10.770,0.000,TAKEOFF
1775850727.764,0.192,-1.724,1231.370,0.508,-0.319,0.550,10.768,0.000,TAKEOFF
1775850728.087,-0.032,-1.533,1232.840,0.580,-0.154,0.550,10.766,0.000,TAKEOFF
1775850728.414,-0.190,-1.287,1234.310,0.600,0.024,0.550,10.764,0.000,TAKEOFF
1775850728.741,-0.267,-1.007,1235.780,0.566,0.200,0.550,10.762,0.000,TAKEOFF
1775850729.068,-0.254,-0.717,1237.250,0.481,0.358,0.550,10.760,0.000,TAKEOFF
1775850729.393,-0.155,-0.442,1238.720,0.354,0.484,0.550,10.757,0.000,TAKEOFF
1775850729.721,0.020,-0.205,1240.190,0.195,0.567,0.550,10.755,0.000,TAKEOFF
1775850730.047,0.255,-0.029,1241.660,0.019,0.600,0.550,10.753,0.000,TAKEOFF
1775850730.374,0.529,0.067,1243.130,-0.159,0.578,0.550,10.751,0.000,TAKEOFF
1775850730.704,0.818,0.076,1244.600,-0.323,0.505,0.550,10.749,0.000,TAKEOFF
1775850731.031,1.100,-0.003,1246.070,-0.458,0.387,0.550,10.747,0.000,TAKEOFF
1775850731.361,1.348,-0.162,1247.540,-0.552,0.235,0.550,10.745,0.000,TAKEOFF
1775850731.688,1.540,-0.384,1249.010,-0.597,0.061,0.550,10.742,0.000,TAKEOFF
1775850732.014,1.656,-0.651,1250.480,-0.588,-0.118,0.550,10.740,0.000,TAKEOFF
1775850732.340,1.686,-0.939,1251.950,-0.527,-0.287,0.550,10.738,0.000,TAKEOFF
1775850732.669,1.627,-1.225,1253.420,-0.419,-0.430,0.550,10.736,0.000,TAKEOFF
1775850732.995,1.486,-1.483,1254.890,-0.273,-0.534,0.550,10.734,0.000,TAKEOFF
1775850733.322,1.277,-1.690,1256.360,-0.103,-0.591,0.550,10.732,0.000,TAKEOFF
1775850733.651,1.019,-1.825,1257.830,0.076,-0.595,0.550,10.730,0.000,TAKEOFF
1775850733.976,0.734,-1.876,1259.300,0.249,-0.546,0.550,10.727,0.000,TAKEOFF
1775850734.303,0.445,-1.838,1260.770,0.399,-0.448,0.550,10.725,0.000,TAKEOFF
1775850734.626,0.178,-1.715,1262.240,0.514,-0.310,0.550,10.723,0.000,TAKEOFF
1775850734.949,-0.043,-1.521,1263.710,0.582,-0.145,0.550,10.721,0.000,TAKEOFF
1775850735.276,-0.197,-1.272,1265.180,0.599,0.034,0.550,10.719,0.000,TAKEOFF
1775850735.603,-0.268,-0.991,1266.650,0.562,0.209,0.550,10.717,0.000,TAKEOFF
1775850735.930,-0.251,-0.701,1268.120,0.475,0.366,0.550,10.715,0.000,TAKEOFF
1775850736.257,-0.147,-0.427,1269.590,0.346,0.490,0.550,10.712,0.000,TAKEOFF
1775850736.585,0.032,-0.193,1271.060,0.185,0.571,0.550,10.710,0.000,TAKEOFF
1775850736.910,0.269,-0.022,1272.530,0.008,0.600,0.550,10.708,0.000,TAKEOFF
1775850737.240,0.545,0.070,1274.000,-0.169,0.576,0.550,10.706,0.000,TAKEOFF
1775850737.566,0.835,0.074,1275.470,-0.332,0.500,0.550,10.704,0.000,TAKEOFF
1775850737.893,1.115,-0.010,1276.940,-0.465,0.380,0.550,10.702,0.000,TAKEOFF
1775850738.221,1.360,-0.173,1278.410,-0.556,0.225,0.550,10.700,0.000,TAKEOFF
1775850738.546,1.548,-0.398,1279.880,-0.598,0.051,0.550,10.697,0.000,TAKEOFF
1775850738.874,1.660,-0.667,1281.350,-0.586,-0.128,0.550,10.695,0.000,TAKEOFF
1775850739.201,1.685,-0.955,1282.820,-0.522,-0.296,0.550,10.693,0.000,TAKEOFF
1775850739.529,1.621,-1.240,1284.290,-0.411,-0.437,0.550,10.691,0.000,TAKEOFF
1775850739.857,1.476,-1.496,1285.760,-0.264,-0.539,0.550,10.689,0.000,TAKEOFF
1775850740.186,1.264,-1.699,1287.230,-0.093,-0.593,0.550,10.687,0.000,TAKEOFF
1775850740.514,1.003,-1.830,1288.700,0.086,-0.594,0.550,10.685,0.000,TAKEOFF
1775850740.841,0.717,-1.876,1290.170,0.258,-0.542,0.550,10.682,0.000,TAKEOFF
1775850741.169,0.429,-1.833,1291.640,0.406,-0.441,0.550,10.680,0.000,TAKEOFF
1775850741.496,0.165,-1.706,1293.110,0.519,-0.302,0.550,10.678,0.000,TAKEOFF
1775850741.824,-0.053,-1.508,1294.580,0.585,-0.135,0.550,10.676,0.000,TAKEOFF
1775850742.151,-0.203,-1.257,1296.050,0.598,0.044,0.550,10.674,0.000,TAKEOFF
1775850742.476,-0.270,-0.975,1297.520,0.559,0.219,0.550,10.672,0.000,TAKEOFF
1775850742.804,-0.247,-0.685,1298.990,0.469,0.374,0.550,10.670,0.000,TAKEOFF
1775850743.131,-0.139,-0.413,1300.460,0.337,0.496,0.550,10.667,0.000,TAKEOFF
1775850743.460,0.044,-0.182,1301.930,0.176,0.574,0.550,10.665,0.000,TAKEOFF
1775850743.785,0.284,-0.014,1303.400,-0.002,0.600,0.550,10.663,0.000,TAKEOFF
1775850744.116,0.561,0.073,1304.870,-0.179,0.573,0.550,10.661,0.000,TAKEOFF
1775850744.444,0.851,0.072,1306.340,-0.340,0.494,0.550,10.659,0.000,TAKEOFF
1775850744.770,1.130,-0.017,1307.810,-0.471,0.372,0.550,10.657,0.000,TAKEOFF
1775850745.097,1.373,-0.184,1309.280,-0.560,0.216,0.550,10.654,0.000,TAKEOFF
1775850745.421,1.557,-0.412,1310.750,-0.599,0.041,0.550,10.652,0.000,TAKEOFF
1775850745.749,1.664,-0.682,1312.220,-0.584,-0.138,0.550,10.650,0.000,TAKEOFF
1775850746.076,1.684,-0.972,1313.690,-0.517,-0.304,0.550,10.648,0.000,TAKEOFF
1775850746.402,1.615,-1.255,1315.160,-0.404,-0.444,0.550,10.646,0.000,TAKEOFF
1775850746.727,1.466,-1.509,1316.630,-0.255,-0.543,0.550,10.644,0.000,TAKEOFF
1775850747.054,1.250,-1.709,1318.100,-0.083,-0.594,0.550,10.642,0.000,TAKEOFF
1775850747.383,0.988,-1.835,1319.570,0.096,-0.592,0.550,10.639,0.000,TAKEOFF
1775850747.707,0.701,-1.876,1321.040,0.267,-0.537,0.550,10.637,0.000,TAKEOFF
1775850748.035,0.414,-1.828,1322.510,0.414,-0.434,0.550,10.635,0.000,TAKEOFF
1775850748.363,0.151,-1.697,1323.980,0.524,-0.293,0.550,10.633,0.000,TAKEOFF
1775850748.691,-0.064,-1.495,1325.450,0.587,-0.125,0.550,10.631,0.000,TAKEOFF
1775850749.019,-0.209,-1.242,1326.920,0.598,0.054,0.550,10.629,0.000,TAKEOFF
1775850749.345,-0.271,-0.959,1328.390,0.555,0.228,0.550,10.627,0.000,TAKEOFF
1775850749.674,-0.243,-0.669,1329.860,0.463,0.382,0.550,10.624,0.000,TAKEOFF
1775850750.000,-0.131,-0.398,1331.330,0.329,0.502,0.550,10.622,0.000,TAKEOFF
1775850750.327,0.056,-0.170,1332.800,0.166,0.577,0.550,10.620,0.000,TAKEOFF
1775850750.656,0.299,-0.007,1334.270,-0.012,0.600,0.550,10.618,0.000,TAKEOFF
1775850750.986,0.577,0.075,1335.740,-0.188,0.570,0.550,10.616,0.000,TAKEOFF
1775850751.313,0.867,0.069,1337.210,-0.348,0.489,0.550,10.614,0.000,TAKEOFF
1775850751.639,1.145,-0.025,1338.680,-0.477,0.364,0.550,10.612,0.000,TAKEOFF
1775850751.967,1.385,-0.195,1340.150,-0.563,0.206,0.550,10.609,0.000,TAKEOFF
1775850752.294,1.565,-0.426,1341.620,-0.599,0.031,0.550,10.607,0.000,TAKEOFF
1775850752.622,1.667,-0.698,1343.090,-0.582,-0.148,0.550,10.605,0.000,TAKEOFF
1775850752.946,1.682,-0.988,1344.560,-0.512,-0.313,0.550,10.603,0.000,TAKEOFF
1775850753.274,1.609,-1.271,1346.030,-0.397,-0.450,0.550,10.601,0.000,TAKEOFF
1775850753.603,1.455,-1.522,1347.500,-0.246,-0.547,0.550,10.599,0.000,TAKEOFF
1775850753.927,1.237,-1.718,1348.970,-0.073,-0.596,0.550,10.597,0.000,TAKEOFF
1775850754.254,0.972,-1.840,1350.440,0.106,-0.591,0.550,10.594,0.000,TAKEOFF
1775850754.581,0.685,-1.876,1351.910,0.276,-0.533,0.550,10.592,0.000,TAKEOFF
1775850754.910,0.398,-1.823,1353.380,0.421,-0.427,0.550,10.590,0.000,TAKEOFF
1775850755.236,0.137,-1.687,1354.850,0.529,-0.284,0.550,10.588,0.000,TAKEOFF
1775850755.561,-0.074,-1.482,1356.320,0.589,-0.115,0.550,10.586,0.000,TAKEOFF
1775850755.890,-0.215,-1.227,1357.790,0.597,0.064,0.550,10.584,0.000,TAKEOFF
1775850756.217,-0.272,-0.942,1359.260,0.551,0.238,0.550,10.582,0.000,TAKEOFF
1775850756.545,-0.239,-0.653,1360.730,0.456,0.390,0.550,10.579,0.000,TAKEOFF
1775850756.873,-0.122,-0.384,1362.200,0.321,0.507,0.550,10.577,0.000,TAKEOFF
1775850757.199,0.068,-0.159,1363.670,0.156,0.579,0.550,10.575,0.000,TAKEOFF
1775850757.529,0.314,-0.000,1365.140,-0.022,0.600,0.550,10.573,0.000,TAKEOFF
1775850757.858,0.593,0.077,1366.610,-0.198,0.566,0.550,10.571,0.000,TAKEOFF
1775850758.184,0.883,0.066,1368.080,-0.357,0.483,0.550,10.569,0.000,TAKEOFF
1775850758.512,1.159,-0.032,1369.550,-0.483,0.356,0.550,10.567,0.000,TAKEOFF
1775850758.838,1.397,-0.207,1371.020,-0.567,0.197,0.550,10.564,0.000,TAKEOFF
1775850759.164,1.573,-0.441,1372.490,-0.600,0.021,0.550,10.562,0.000,TAKEOFF
1775850759.494,1.671,-0.714,1373.960,-0.579,-0.157,0.550,10.560,0.000,TAKEOFF
1775850759.820,1.680,-1.004,1375.430,-0.507,-0.322,0.550,10.558,0.000,TAKEOFF
1775850760.146,1.602,-1.286,1376.900,-0.389,-0.457,0.550,10.556,0.000,TAKEOFF
1775850760.475,1.445,-1.534,1378.370,-0.237,-0.551,0.550,10.554,0.000,TAKEOFF
1775850760.802,1.223,-1.727,1379.840,-0.063,-0.597,0.550,10.552,0.000,TAKEOFF
1775850761.130,0.957,-1.844,1381.310,0.116,-0.589,0.550,10.549,0.000,TAKEOFF
1775850761.457,0.668,-1.875,1382.780,0.285,-0.528,0.550,10.547,0.000,TAKEOFF
1775850761.786,0.383,-1.817,1384.250,0.428,-0.420,0.550,10.545,0.000,TAKEOFF
1775850762.111,0.124,-1.677,1385.720,0.533,-0.275,0.550,10.543,0.000,TAKEOFF
1775850762.438,-0.084,-1.469,1387.190,0.591,-0.105,0.550,10.541,0.000,TAKEOFF
1775850762.766,-0.220,-1.211,1388.660,0.595,0.074,0.550,10.539,0.000,TAKEOFF
1775850763.095,-0.272,-0.926,1390.130,0.547,0.247,0.550,10.537,0.000,TAKEOFF
1775850763.423,-0.235,-0.638,1391.600,0.450,0.397,0.550,10.534,0.000,TAKEOFF
1775850763.750,-0.113,-0.370,1393.070,0.312,0.512,0.550,10.532,0.000,TAKEOFF
1775850764.078,0.081,-0.149,1394.540,0.147,0.582,0.550,10.530,0.000,TAKEOFF
1775850764.406,0.329,0.006,1396.010,-0.032,0.599,0.550,10.528,0.000,TAKEOFF
1775850764.732,0.609,0.079,1397.480,-0.207,0.563,0.550,10.526,0.000,TAKEOFF
1775850765.058,0.899,0.063,1398.950,-0.365,0.477,0.550,10.524,0.000,TAKEOFF
1775850765.387,1.174,-0.040,1400.420,-0.489,0.347,0.550,10.521,0.000,TAKEOFF
1775850765.713,1.408,-0.218,1401.890,-0.570,0.187,0.550,10.519,0.000,TAKEOFF
1775850766.038,1.581,-0.455,1403.360,-0.600,0.011,0.550,10.517,0.000,TAKEOFF
1775850766.365,1.674,-0.730,1404.830,-0.576,-0.167,0.550,10.515,0.000,TAKEOFF
1775850766.695,1.678,-1.020,1406.300,-0.501,-0.330,0.550,10.513,0.000,TAKEOFF
1775850767.022,1.595,-1.301,1407.770,-0.381,-0.463,0.550,10.511,0.000,TAKEOFF
1775850767.351,1.434,-1.547,1409.240,-0.227,-0.555,0.550,10.509,0.000,TAKEOFF
1775850767.677,1.209,-1.736,1410.710,-0.053,-0.598,0.550,10.506,0.000,TAKEOFF
1775850768.004,0.941,-1.848,1412.180,0.126,-0.587,0.550,10.504,0.000,TAKEOFF
1775850768.331,0.652,-1.874,1413.650,0.294,-0.523,0.550,10.502,0.000,TAKEOFF
1775850768.656,0.367,-1.812,1415.120,0.435,-0.413,0.550,10.500,0.000,TAKEOFF
1775850768.983,0.111,-1.667,1416.590,0.538,-0.266,0.550,10.498,0.000,TAKEOFF
1775850769.309,-0.093,-1.456,1418.060,0.592,-0.095,0.550,10.496,0.000,TAKEOFF
1775850769.637,-0.225,-1.196,1419.530,0.594,0.084,0.550,10.494,0.000,TAKEOFF
1775850769.962,-0.272,-0.910,1421.000,0.543,0.256,0.550,10.491,0.000,TAKEOFF
1775850770.288,-0.230,-0.622,1422.470,0.443,0.405,0.550,10.489,0.000,TAKEOFF
1775850770.616,-0.104,-0.356,1423.940,0.303,0.518,0.550,10.487,0.000,TAKEOFF
1775850770.942,0.093,-0.138,1425.410,0.137,0.584,0.550,10.485,0.000,TAKEOFF
1775850771.267,0.344,0.013,1426.880,-0.042,0.599,0.550,10.483,0.000,TAKEOFF
1775850771.595,0.625,0.080,1428.350,-0.217,0.559,0.550,10.481,0.000,TAKEOFF
1775850771.920,0.915,0.059,1429.820,-0.373,0.470,0.550,10.479,0.000,TAKEOFF
1775850772.247,1.188,-0.048,1431.290,-0.495,0.339,0.550,10.476,0.000,TAKEOFF
1775850772.574,1.420,-0.230,1432.760,-0.573,0.178,0.550,10.474,0.000,TAKEOFF
1775850772.903,1.588,-0.470,1434.230,-0.600,0.001,0.550,10.472,0.000,TAKEOFF
1775850773.231,1.676,-0.746,1435.700,-0.573,-0.177,0.550,10.470,0.000,TAKEOFF
1775850773.557,1.676,-1.036,1437.170,-0.495,-0.338,0.550,10.468,0.000,TAKEOFF
1775850773.887,1.588,-1.316,1438.640,-0.373,-0.470,0.550,10.466,0.000,TAKEOFF
1775850774.215,1.423,-1.559,1440.110,-0.218,-0.559,0.550,10.464,0.000,TAKEOFF
1775850774.544,1.195,-1.744,1441.580,-0.043,-0.598,0.550,10.461,0.000,TAKEOFF
1775850774.870,0.925,-1.852,1443.050,0.136,-0.584,0.550,10.459,0.000,TAKEOFF
1775850775.199,0.636,-1.873,1444.520,0.302,-0.518,0.550,10.457,0.000,TAKEOFF
1775850775.526,0.352,-1.806,1445.990,0.442,-0.406,0.550,10.455,0.000,TAKEOFF
1775850775.857,0.098,-1.657,1447.460,0.542,-0.257,0.550,10.453,0.000,TAKEOFF
1775850776.183,-0.103,-1.442,1448.930,0.594,-0.085,0.550,10.451,0.000,TAKEOFF
1775850776.509,-0.230,-1.180,1450.400,0.593,0.094,0.550,10.449,0.000,TAKEOFF
1775850776.835,-0.272,-0.894,1451.870,0.538,0.265,0.550,10.446,0.000,TAKEOFF
1775850777.162,-0.225,-0.606,1453.340,0.436,0.412,0.550,10.444,0.000,TAKEOFF
1775850777.489,-0.095,-0.343,1454.810,0.295,0.523,0.550,10.442,0.000,TAKEOFF
1775850777.815,0.106,-0.128,1456.280,0.127,0.586,0.550,10.440,0.000,TAKEOFF
1775850778.140,0.359,0.019,1457.750,-0.052,0.598,0.550,10.438,0.000,TAKEOFF
1775850778.465,0.642,0.082,1459.220,-0.226,0.556,0.550,10.436,0.000,TAKEOFF
1775850778.794,0.931,0.055,1460.690,-0.380,0.464,0.550,10.434,0.000,TAKEOFF
1775850779.122,1.202,-0.057,1462.160,-0.501,0.331,0.550,10.431,0.000,TAKEOFF
1775850779.449,1.431,-0.242,1463.630,-0.576,0.168,0.550,10.429,0.000,TAKEOFF
1775850779.774,1.595,-0.485,1465.100,-0.600,-0.010,0.550,10.427,0.000,TAKEOFF
1775850780.100,1.679,-0.763,1466.570,-0.570,-0.186,0.550,10.425,0.000,TAKEOFF
1775850780.429,1.673,-1.053,1468.040,-0.490,-0.347,0.550,10.423,0.000,TAKEOFF
1775850780.754,1.581,-1.330,1469.510,-0.365,-0.476,0.550,10.421,0.000,TAKEOFF
1775850781.081,1.411,-1.571,1470.980,-0.208,-0.563,0.550,10.419,0.000,TAKEOFF
1775850781.407,1.180,-1.752,1472.450,-0.033,-0.599,0.550,10.416,0.000,TAKEOFF
1775850781.733,0.909,-1.856,1473.920,0.146,-0.582,0.550,10.414,0.000,TAKEOFF
1775850782.061,0.620,-1.872,1475.390,0.311,-0.513,0.550,10.412,0.000,TAKEOFF
1775850782.390,0.337,-1.799,1476.860,0.449,-0.398,0.550,10.410,0.000,TAKEOFF
1775850782.715,0.085,-1.647,1478.330,0.546,-0.248,0.550,10.408,0.000,TAKEOFF
1775850783.042,-0.112,-1.428,1479.800,0.595,-0.075,0.550,10.406,0.000,TAKEOFF
1775850783.369,-0.235,-1.165,1481.270,0.591,0.104,0.550,10.404,0.000,TAKEOFF
1775850783.699,-0.272,-0.877,1482.740,0.534,0.274,0.550,10.401,0.000,TAKEOFF
1775850784.027,-0.220,-0.590,1484.210,0.429,0.420,0.550,10.399,0.000,TAKEOFF
1775850784.353,-0.085,-0.329,1485.680,0.286,0.528,0.550,10.397,0.000,TAKEOFF
1775850784.680,0.119,-0.117,1487.150,0.117,0.588,0.550,10.395,0.000,TAKEOFF
1775850785.007,0.374,0.024,1488.620,-0.062,0.597,0.550,10.393,0.000,TAKEOFF
1775850785.335,0.658,0.082,1490.090,-0.236,0.552,0.550,10.391,0.000,TAKEOFF
1775850785.663,0.947,0.051,1491.560,-0.388,0.458,0.550,10.389,0.000,TAKEOFF
1775850785.992,1.217,-0.065,1493.030,-0.506,0.322,0.550,10.386,0.000,TAKEOFF
1775850786.322,1.442,-0.255,1494.500,-0.579,0.158,0.550,10.384,0.000,TAKEOFF
1775850786.650,1.602,-0.499,1495.970,-0.600,-0.020,0.550,10.382,0.000,TAKEOFF
1775850786.978,1.681,-0.779,1497.440,-0.567,-0.196,0.550,10.380,0.000,TAKEOFF
1775850787.306,1.670,-1.069,1498.910,-0.484,-0.355,0.550,10.378,0.000,TAKEOFF
1775850787.634,1.573,-1.345,1500.380,-0.357,-0.482,0.550,10.376,0.000,TAKEOFF
1775850787.962,1.400,-1.583,1501.850,-0.199,-0.566,0.550,10.373,0.000,TAKEOFF
1775850788.289,1.166,-1.760,1503.320,-0.023,-0.600,0.550,10.371,0.000,TAKEOFF
1775850788.616,0.893,-1.859,1504.790,0.155,-0.580,0.550,10.369,0.000,TAKEOFF
1775850788.943,0.603,-1.870,1506.260,0.320,-0.508,0.550,10.367,0.000,TAKEOFF
1775850789.269,0.321,-1.793,1507.730,0.455,-0.391,0.550,10.365,0.000,TAKEOFF
1775850789.597,0.072,-1.636,1509.200,0.551,-0.239,0.550,10.363,0.000,TAKEOFF
1775850789.923,-0.121,-1.415,1510.670,0.596,-0.065,0.550,10.361,0.000,TAKEOFF
1775850790.246,-0.240,-1.149,1512.140,0.589,0.114,0.550,10.358,0.000,TAKEOFF
1775850790.573,-0.272,-0.861,1513.610,0.529,0.283,0.550,10.356,0.000,TAKEOFF
1775850790.900,-0.215,-0.575,1515.080,0.422,0.427,0.550,10.354,0.000,TAKEOFF
1775850791.226,-0.075,-0.316,1516.550,0.277,0.532,0.550,10.352,0.000,TAKEOFF
1775850791.553,0.132,-0.107,1518.020,0.107,0.590,0.550,10.350,0.000,TAKEOFF
1775850791.883,0.389,0.030,1519.490,-0.072,0.596,0.550,10.348,0.000,TAKEOFF
1775850792.211,0.674,0.083,1520.960,-0.245,0.548,0.550,10.346,0.000,TAKEOFF
1775850792.537,0.963,0.047,1522.430,-0.396,0.451,0.550,10.343,0.000,TAKEOFF
1775850792.866,1.231,-0.074,1523.900,-0.511,0.314,0.550,10.341,0.000,TAKEOFF
1775850793.194,1.453,-0.267,1525.370,-0.581,0.149,0.550,10.339,0.000,TAKEOFF
1775850793.524,1.609,-0.514,1526.840,-0.599,-0.030,0.550,10.337,0.000,TAKEOFF
1775850793.850,1.682,-0.795,1528.310,-0.564,-0.206,0.550,10.335,0.000,TAKEOFF
1775850794.178,1.667,-1.085,1529.780,-0.478,-0.363,0.550,10.333,0.000,TAKEOFF
1775850794.504,1.566,-1.360,1531.250,-0.349,-0.488,0.550,10.331,0.000,TAKEOFF
1775850794.833,1.388,-1.595,1532.720,-0.189,-0.569,0.550,10.328,0.000,TAKEOFF
1775850795.159,1.152,-1.768,1534.190,-0.013,-0.600,0.550,10.326,0.000,TAKEOFF
1775850795.486,0.877,-1.862,1535.660,0.165,-0.577,0.550,10.324,0.000,TAKEOFF
1775850795.811,0.587,-1.868,1537.130,0.328,-0.502,0.550,10.322,0.000,TAKEOFF
1775850796.139,0.306,-1.786,1538.600,0.462,-0.383,0.550,10.320,0.000,TAKEOFF
1775850796.467,0.060,-1.625,1540.070,0.554,-0.229,0.550,10.318,0.000,TAKEOFF
1775850796.795,-0.130,-1.401,1541.540,0.597,-0.055,0.550,10.316,0.000,TAKEOFF
1775850797.122,-0.244,-1.133,1543.010,0.587,0.124,0.550,10.313,0.000,TAKEOFF
1775850797.446,-0.271,-0.845,1544.480,0.524,0.292,0.550,10.311,0.000,TAKEOFF
1775850797.772,-0.209,-0.559,1545.950,0.415,0.434,0.550,10.309,0.000,TAKEOFF
1775850798.099,-0.065,-0.303,1547.420,0.268,0.537,0.550,10.307,0.000,TAKEOFF
1775850798.425,0.146,-0.098,1548.890,0.097,0.592,0.550,10.305,0.000,TAKEOFF
1775850798.754,0.405,0.035,1550.360,-0.082,0.594,0.550,10.303,0.000,TAKEOFF
1775850799.080,0.691,0.083,1551.830,-0.254,0.544,0.550,10.301,0.000,TAKEOFF
1775850799.409,0.979,0.042,1553.300,-0.403,0.444,0.550,10.298,0.000,TAKEOFF
1775850799.736,1.245,-0.083,1554.770,-0.517,0.305,0.550,10.296,0.000,TAKEOFF
1775850800.063,1.464,-0.280,1556.240,-0.584,0.139,0.550,10.294,0.000,TAKEOFF
1775850800.389,1.615,-0.529,1557.710,-0.599,-0.040,0.550,10.292,0.000,TAKEOFF
1775850800.716,1.684,-0.811,1559.180,-0.560,-0.215,0.550,10.290,0.000,TAKEOFF
1775850801.044,1.664,-1.101,1560.650,-0.472,-0.371,0.550,10.288,0.000,TAKEOFF
1775850801.375,1.557,-1.374,1562.120,-0.341,-0.494,0.550,10.286,0.000,TAKEOFF
1775850801.704,1.376,-1.606,1563.590,-0.180,-0.572,0.550,10.283,0.000,TAKEOFF
1775850802.034,1.137,-1.776,1565.060,-0.003,-0.600,0.550,10.281,0.000,TAKEOFF
1775850802.360,0.861,-1.865,1566.530,0.175,-0.574,0.550,10.279,0.000,TAKEOFF
1775850802.686,0.571,-1.866,1568.000,0.337,-0.497,0.550,10.277,0.000,TAKEOFF
1775850803.010,0.291,-1.779,1569.470,0.468,-0.375,0.550,10.275,0.000,TAKEOFF
1775850803.337,0.047,-1.614,1570.940,0.558,-0.220,0.550,10.273,0.000,TAKEOFF
1775850803.665,-0.138,-1.387,1572.410,0.598,-0.045,0.550,10.271,0.000,TAKEOFF
1775850803.990,-0.248,-1.117,1573.880,0.585,0.134,0.550,10.268,0.000,TAKEOFF
1775850804.319,-0.270,-0.828,1575.350,0.519,0.301,0.550,10.266,0.000,TAKEOFF
1775850804.647,-0.203,-0.544,1576.820,0.407,0.441,0.550,10.264,0.000,TAKEOFF
1775850804.976,-0.055,-0.290,1578.290,0.259,0.541,0.550,10.262,0.000,TAKEOFF
1775850805.304,0.159,-0.088,1579.760,0.087,0.594,0.550,10.260,0.000,TAKEOFF
1775850805.632,0.420,0.040,1581.230,-0.092,0.593,0.550,10.258,0.000,TAKEOFF
1775850805.960,0.707,0.083,1582.700,-0.263,0.539,0.550,10.256,0.000,TAKEOFF
1775850806.285,0.994,0.037,1584.170,-0.411,0.437,0.550,10.253,0.000,TAKEOFF
1775850806.612,1.258,-0.092,1585.640,-0.522,0.296,0.550,10.251,0.000,TAKEOFF
1775850806.937,1.474,-0.292,1587.110,-0.586,0.129,0.550,10.249,0.000,TAKEOFF
1775850807.263,1.621,-0.545,1588.580,-0.598,-0.050,0.550,10.247,0.000,TAKEOFF
1775850807.590,1.685,-0.827,1590.050,-0.556,-0.224,0.550,10.245,0.000,TAKEOFF
1775850807.916,1.660,-1.117,1591.520,-0.465,-0.379,0.550,10.243,0.000,TAKEOFF
1775850808.247,1.549,-1.389,1592.990,-0.333,-0.499,0.550,10.241,0.000,TAKEOFF
1775850808.576,1.364,-1.618,1594.460,-0.170,-0.575,0.550,10.238,0.000,TAKEOFF
