time,x,y,z,roll,pitch,thrust,voltage,yaw,state
1775850466.358,1.320,-1.656,56.280,-0.136,-0.584,0.550,12.484,0.000,TAKEOFF
1775850466.684,1.070,-1.806,57.696,0.043,-0.598,0.550,12.482,0.000,TAKEOFF
1775850467.014,0.788,-1.873,59.116,0.218,-0.559,0.550,12.480,0.000,TAKEOFF
1775850467.339,0.498,-1.852,60.539,0.373,-0.470,0.550,12.478,0.000,TAKEOFF
1775850467.665,0.225,-1.744,61.964,0.496,-0.338,0.550,12.476,0.000,TAKEOFF
1775850467.991,-0.006,-1.561,63.392,0.573,-0.177,0.550,12.473,0.000,TAKEOFF
1775850468.317,-0.174,-1.322,64.823,0.600,0.001,0.550,12.471,0.000,TAKEOFF
1775850468.644,-0.262,-1.045,66.255,0.573,0.178,0.550,12.469,0.000,TAKEOFF
1775850468.970,-0.261,-0.755,67.690,0.495,0.339,0.550,12.467,0.000,TAKEOFF
1775850469.297,-0.173,-0.476,69.127,0.373,0.470,0.550,12.465,0.000,TAKEOFF
1775850469.624,-0.007,-0.233,70.566,0.217,0.559,0.550,12.463,0.000,TAKEOFF
1775850469.953,0.222,-0.048,72.007,0.042,0.599,0.550,12.461,0.000,TAKEOFF
1775850470.280,0.492,0.060,73.450,-0.137,0.584,0.550,12.458,0.000,TAKEOFF
1775850470.608,0.781,0.080,74.894,-0.303,0.518,0.550,12.456,0.000,TAKEOFF
1775850470.932,1.065,0.012,76.340,-0.443,0.405,0.550,12.454,0.000,TAKEOFF
1775850471.257,1.318,-0.137,77.787,-0.543,0.256,0.550,12.452,0.000,TAKEOFF
1775850471.584,1.519,-0.352,79.235,-0.594,0.084,0.550,12.450,0.000,TAKEOFF
1775850471.911,1.646,-0.614,80.685,-0.592,-0.095,0.550,12.448,0.000,TAKEOFF
1775850472.240,1.687,-0.901,82.136,-0.538,-0.266,0.550,12.446,0.000,TAKEOFF
1775850472.566,1.640,-1.188,83.588,-0.435,-0.413,0.550,12.443,0.000,TAKEOFF
1775850472.893,1.509,-1.452,85.041,-0.294,-0.523,0.550,12.441,0.000,TAKEOFF
1775850473.215,1.307,-1.666,86.495,-0.126,-0.587,0.550,12.439,0.000,TAKEOFF
1775850473.539,1.054,-1.812,87.950,0.053,-0.598,0.550,12.437,0.000,TAKEOFF
1775850473.867,0.771,-1.875,89.406,0.227,-0.555,0.550,12.435,0.000,TAKEOFF
1775850474.194,0.482,-1.848,90.862,0.381,-0.463,0.550,12.433,0.000,TAKEOFF
1775850474.520,0.211,-1.736,92.320,0.501,-0.330,0.550,12.431,0.000,TAKEOFF
1775850474.847,-0.017,-1.549,93.778,0.576,-0.167,0.550,12.428,0.000,TAKEOFF
1775850475.176,-0.181,-1.307,95.237,0.600,0.011,0.550,12.426,0.000,TAKEOFF
1775850475.504,-0.264,-1.029,96.697,0.570,0.187,0.550,12.424,0.000,TAKEOFF
1775850475.829,-0.258,-0.739,98.157,0.489,0.347,0.550,12.422,0.000,TAKEOFF
1775850476.156,-0.165,-0.461,99.618,0.365,0.477,0.550,12.420,0.000,TAKEOFF
1775850476.485,0.005,-0.220,101.079,0.207,0.563,0.550,12.418,0.000,TAKEOFF
1775850476.809,0.236,-0.040,102.541,0.032,0.599,0.550,12.416,0.000,TAKEOFF
1775850477.137,0.508,0.063,104.003,-0.147,0.582,0.550,12.413,0.000,TAKEOFF
1775850477.461,0.797,0.079,105.466,-0.312,0.512,0.550,12.411,0.000,TAKEOFF
1775850477.786,1.080,0.006,106.929,-0.450,0.397,0.550,12.409,0.000,TAKEOFF
1775850478.116,1.331,-0.148,108.393,-0.547,0.247,0.550,12.407,0.000,TAKEOFF
1775850478.445,1.528,-0.366,109.857,-0.595,0.074,0.550,12.405,0.000,TAKEOFF
1775850478.771,1.650,-0.630,111.321,-0.591,-0.105,0.550,12.403,0.000,TAKEOFF
1775850479.099,1.687,-0.917,112.786,-0.533,-0.275,0.550,12.401,0.000,TAKEOFF
1775850479.426,1.634,-1.204,114.251,-0.428,-0.420,0.550,12.398,0.000,TAKEOFF
1775850479.754,1.499,-1.465,115.716,-0.285,-0.528,0.550,12.396,0.000,TAKEOFF
1775850480.081,1.294,-1.677,117.181,-0.116,-0.589,0.550,12.394,0.000,TAKEOFF
1775850480.410,1.039,-1.818,118.647,0.063,-0.597,0.550,12.392,0.000,TAKEOFF
1775850480.737,0.755,-1.875,120.113,0.237,-0.551,0.550,12.390,0.000,TAKEOFF
1775850481.063,0.466,-1.844,121.580,0.389,-0.457,0.550,12.388,0.000,TAKEOFF
1775850481.390,0.197,-1.727,123.046,0.507,-0.321,0.550,12.386,0.000,TAKEOFF
1775850481.716,-0.028,-1.537,124.513,0.579,-0.157,0.550,12.383,0.000,TAKEOFF
1775850482.039,-0.188,-1.292,125.980,0.600,0.021,0.550,12.381,0.000,TAKEOFF
1775850482.362,-0.266,-1.013,127.447,0.567,0.197,0.550,12.379,0.000,TAKEOFF
1775850482.690,-0.255,-0.723,128.914,0.483,0.356,0.550,12.377,0.000,TAKEOFF
1775850483.015,-0.158,-0.446,130.381,0.357,0.483,0.550,12.375,0.000,TAKEOFF
1775850483.341,0.016,-0.209,131.849,0.198,0.566,0.550,12.373,0.000,TAKEOFF
1775850483.667,0.250,-0.032,133.317,0.022,0.600,0.550,12.370,0.000,TAKEOFF
1775850483.993,0.524,0.066,134.784,-0.156,0.579,0.550,12.368,0.000,TAKEOFF
1775850484.320,0.813,0.077,136.252,-0.321,0.507,0.550,12.366,0.000,TAKEOFF
1775850484.647,1.095,-0.001,137.721,-0.456,0.390,0.550,12.364,0.000,TAKEOFF
1775850484.972,1.344,-0.158,139.189,-0.551,0.238,0.550,12.362,0.000,TAKEOFF
1775850485.296,1.537,-0.380,140.657,-0.597,0.064,0.550,12.360,0.000,TAKEOFF
1775850485.623,1.655,-0.646,142.125,-0.589,-0.115,0.550,12.358,0.000,TAKEOFF
1775850485.950,1.686,-0.934,143.594,-0.529,-0.284,0.550,12.355,0.000,TAKEOFF
1775850486.276,1.629,-1.220,145.063,-0.421,-0.427,0.550,12.353,0.000,TAKEOFF
1775850486.603,1.489,-1.479,146.531,-0.276,-0.533,0.550,12.351,0.000,TAKEOFF
1775850486.929,1.281,-1.687,148.000,-0.106,-0.591,0.550,12.349,0.000,TAKEOFF
1775850487.255,1.024,-1.824,149.469,0.073,-0.596,0.550,12.347,0.000,TAKEOFF
1775850487.583,0.739,-1.876,150.938,0.246,-0.547,0.550,12.345,0.000,TAKEOFF
1775850487.909,0.450,-1.839,152.407,0.397,-0.450,0.550,12.343,0.000,TAKEOFF
1775850488.234,0.183,-1.718,153.876,0.512,-0.313,0.550,12.340,0.000,TAKEOFF
1775850488.560,-0.039,-1.525,155.345,0.582,-0.148,0.550,12.338,0.000,TAKEOFF
1775850488.887,-0.195,-1.277,156.814,0.599,0.031,0.550,12.336,0.000,TAKEOFF
1775850489.214,-0.268,-0.996,158.283,0.563,0.206,0.550,12.334,0.000,TAKEOFF
1775850489.538,-0.252,-0.706,159.752,0.477,0.364,0.550,12.332,0.000,TAKEOFF
1775850489.863,-0.150,-0.432,161.222,0.348,0.489,0.550,12.330,0.000,TAKEOFF
1775850490.189,0.028,-0.197,162.691,0.188,0.570,0.550,12.328,0.000,TAKEOFF
1775850490.515,0.265,-0.024,164.160,0.012,0.600,0.550,12.325,0.000,TAKEOFF
1775850490.841,0.540,0.069,165.630,-0.166,0.577,0.550,12.323,0.000,TAKEOFF
1775850491.170,0.829,0.075,167.099,-0.329,0.502,0.550,12.321,0.000,TAKEOFF
1775850491.498,1.110,-0.008,168.569,-0.463,0.382,0.550,12.319,0.000,TAKEOFF
1775850491.826,1.357,-0.169,170.038,-0.555,0.228,0.550,12.317,0.000,TAKEOFF
1775850492.152,1.546,-0.394,171.508,-0.598,0.054,0.550,12.315,0.000,TAKEOFF
1775850492.479,1.659,-0.661,172.977,-0.587,-0.125,0.550,12.313,0.000,TAKEOFF
1775850492.804,1.685,-0.950,174.447,-0.524,-0.293,0.550,12.310,0.000,TAKEOFF
1775850493.131,1.623,-1.235,175.916,-0.414,-0.434,0.550,12.308,0.000,TAKEOFF
1775850493.456,1.479,-1.492,177.386,-0.267,-0.537,0.550,12.306,0.000,TAKEOFF
1775850493.782,1.268,-1.696,178.856,-0.096,-0.592,0.550,12.304,0.000,TAKEOFF
1775850494.111,1.008,-1.829,180.325,0.083,-0.594,0.550,12.302,0.000,TAKEOFF
1775850494.452,0.723,-1.876,181.795,0.255,-0.543,0.550,12.300,0.000,TAKEOFF
1775850494.778,0.434,-1.835,183.265,0.404,-0.444,0.550,12.298,0.000,TAKEOFF
1775850495.104,0.169,-1.709,184.734,0.517,-0.304,0.550,12.295,0.000,TAKEOFF
1775850495.432,-0.050,-1.512,186.204,0.584,-0.138,0.550,12.293,0.000,TAKEOFF
1775850495.758,-0.201,-1.262,187.674,0.599,0.041,0.550,12.291,0.000,TAKEOFF
1775850496.086,-0.269,-0.980,189.144,0.560,0.216,0.550,12.289,0.000,TAKEOFF
1775850496.415,-0.248,-0.690,190.613,0.471,0.372,0.550,12.287,0.000,TAKEOFF
1775850496.740,-0.142,-0.417,192.083,0.340,0.494,0.550,12.285,0.000,TAKEOFF
1775850497.067,0.040,-0.185,193.553,0.179,0.573,0.550,12.283,0.000,TAKEOFF
1775850497.393,0.279,-0.017,195.023,0.002,0.600,0.550,12.280,0.000,TAKEOFF
1775850497.721,0.556,0.072,196.493,-0.176,0.574,0.550,12.278,0.000,TAKEOFF
1775850498.047,0.846,0.072,197.963,-0.337,0.496,0.550,12.276,0.000,TAKEOFF
1775850498.374,1.125,-0.015,199.432,-0.469,0.374,0.550,12.274,0.000,TAKEOFF
1775850498.701,1.369,-0.180,200.902,-0.559,0.219,0.550,12.272,0.000,TAKEOFF
1775850499.030,1.554,-0.408,202.372,-0.598,0.044,0.550,12.270,0.000,TAKEOFF
1775850499.359,1.663,-0.677,203.842,-0.585,-0.135,0.550,12.268,0.000,TAKEOFF
1775850499.685,1.684,-0.966,205.312,-0.519,-0.302,0.550,12.265,0.000,TAKEOFF
1775850500.013,1.617,-1.250,206.782,-0.406,-0.441,0.550,12.263,0.000,TAKEOFF
1775850500.340,1.469,-1.505,208.252,-0.258,-0.542,0.550,12.261,0.000,TAKEOFF
1775850500.667,1.254,-1.706,209.722,-0.086,-0.594,0.550,12.259,0.000,TAKEOFF
1775850500.992,0.993,-1.834,211.191,0.093,-0.593,0.550,12.257,0.000,TAKEOFF
1775850501.317,0.706,-1.876,212.661,0.264,-0.539,0.550,12.255,0.000,TAKEOFF
1775850501.645,0.419,-1.830,214.131,0.412,-0.437,0.550,12.253,0.000,TAKEOFF
1775850501.971,0.155,-1.700,215.601,0.522,-0.296,0.550,12.250,0.000,TAKEOFF
1775850502.296,-0.060,-1.499,217.071,0.586,-0.128,0.550,12.248,0.000,TAKEOFF
1775850502.625,-0.207,-1.247,218.541,0.598,0.051,0.550,12.246,0.000,TAKEOFF
1775850502.954,-0.270,-0.964,220.011,0.556,0.225,0.550,12.244,0.000,TAKEOFF
1775850503.282,-0.245,-0.674,221.481,0.465,0.380,0.550,12.242,0.000,TAKEOFF
1775850503.609,-0.133,-0.403,222.951,0.332,0.500,0.550,12.240,0.000,TAKEOFF
1775850503.936,0.052,-0.174,224.421,0.169,0.576,0.550,12.237,0.000,TAKEOFF
1775850504.263,0.294,-0.009,225.891,-0.008,0.600,0.550,12.235,0.000,TAKEOFF
1775850504.589,0.572,0.074,227.361,-0.185,0.571,0.550,12.233,0.000,TAKEOFF
1775850504.918,0.862,0.070,228.831,-0.346,0.490,0.550,12.231,0.000,TAKEOFF
1775850505.244,1.140,-0.022,230.301,-0.475,0.366,0.550,12.229,0.000,TAKEOFF
1775850505.571,1.381,-0.191,231.771,-0.562,0.209,0.550,12.227,0.000,TAKEOFF
1775850505.896,1.562,-0.422,233.241,-0.599,0.034,0.550,12.225,0.000,TAKEOFF
1775850506.224,1.666,-0.693,234.711,-0.582,-0.145,0.550,12.222,0.000,TAKEOFF
1775850506.551,1.683,-0.983,236.181,-0.514,-0.310,0.550,12.220,0.000,TAKEOFF
1775850506.880,1.611,-1.266,237.650,-0.399,-0.448,0.550,12.218,0.000,TAKEOFF
1775850507.207,1.459,-1.518,239.120,-0.249,-0.546,0.550,12.216,0.000,TAKEOFF
1775850507.533,1.241,-1.715,240.590,-0.076,-0.595,0.550,12.214,0.000,TAKEOFF
1775850507.860,0.977,-1.839,242.060,0.103,-0.591,0.550,12.212,0.000,TAKEOFF
1775850508.188,0.690,-1.876,243.530,0.273,-0.534,0.550,12.210,0.000,TAKEOFF
1775850508.517,0.403,-1.825,245.000,0.419,-0.430,0.550,12.207,0.000,TAKEOFF
1775850508.859,0.142,-1.690,246.470,0.527,-0.287,0.550,12.205,0.000,TAKEOFF
1775850509.187,-0.071,-1.486,247.940,0.588,-0.118,0.550,12.203,0.000,TAKEOFF
1775850509.513,-0.213,-1.231,249.410,0.597,0.061,0.550,12.201,0.000,TAKEOFF
1775850509.838,-0.271,-0.948,250.880,0.552,0.235,0.550,12.199,0.000,TAKEOFF
1775850510.166,-0.241,-0.658,252.350,0.458,0.387,0.550,12.197,0.000,TAKEOFF
1775850510.492,-0.125,-0.389,253.820,0.323,0.505,0.550,12.195,0.000,TAKEOFF
1775850510.820,0.064,-0.163,255.290,0.159,0.578,0.550,12.192,0.000,TAKEOFF
1775850511.146,0.309,-0.003,256.760,-0.019,0.600,0.550,12.190,0.000,TAKEOFF
1775850511.473,0.588,0.077,258.230,-0.195,0.567,0.550,12.188,0.000,TAKEOFF
1775850511.800,0.878,0.067,259.700,-0.354,0.484,0.550,12.186,0.000,TAKEOFF
1775850512.128,1.155,-0.030,261.170,-0.481,0.358,0.550,12.184,0.000,TAKEOFF
1775850512.454,1.393,-0.203,262.640,-0.566,0.200,0.550,12.182,0.000,TAKEOFF
1775850512.779,1.570,-0.436,264.110,-0.600,0.024,0.550,12.180,0.000,TAKEOFF
1775850513.106,1.670,-0.709,265.580,-0.580,-0.154,0.550,12.177,0.000,TAKEOFF
1775850513.434,1.681,-0.999,267.050,-0.508,-0.319,0.550,12.175,0.000,TAKEOFF
1775850513.759,1.604,-1.281,268.520,-0.391,-0.455,0.550,12.173,0.000,TAKEOFF
1775850514.088,1.448,-1.530,269.990,-0.240,-0.550,0.550,12.171,0.000,TAKEOFF
1775850514.415,1.227,-1.724,271.460,-0.066,-0.596,0.550,12.169,0.000,TAKEOFF
1775850514.740,0.962,-1.843,272.930,0.113,-0.589,0.550,12.167,0.000,TAKEOFF
1775850515.068,0.674,-1.876,274.400,0.282,-0.530,0.550,12.165,0.000,TAKEOFF
1775850515.395,0.388,-1.819,275.870,0.426,-0.423,0.550,12.162,0.000,TAKEOFF
1775850515.724,0.128,-1.680,277.340,0.532,-0.278,0.550,12.160,0.000,TAKEOFF
1775850516.049,-0.081,-1.473,278.810,0.590,-0.108,0.550,12.158,0.000,TAKEOFF
1775850516.377,-0.219,-1.216,280.280,0.596,0.071,0.550,12.156,0.000,TAKEOFF
1775850516.703,-0.272,-0.931,281.750,0.548,0.244,0.550,12.154,0.000,TAKEOFF
1775850517.031,-0.236,-0.643,283.220,0.452,0.395,0.550,12.152,0.000,TAKEOFF
1775850517.358,-0.116,-0.375,284.690,0.315,0.511,0.550,12.150,0.000,TAKEOFF
1775850517.683,0.077,-0.152,286.160,0.150,0.581,0.550,12.147,0.000,TAKEOFF
1775850518.011,0.324,0.004,287.630,-0.029,0.599,0.550,12.145,0.000,TAKEOFF
1775850518.338,0.604,0.078,289.100,-0.204,0.564,0.550,12.143,0.000,TAKEOFF
1775850518.665,0.894,0.064,290.570,-0.362,0.478,0.550,12.141,0.000,TAKEOFF
1775850518.994,1.169,-0.038,292.040,-0.487,0.350,0.550,12.139,0.000,TAKEOFF
1775850519.322,1.405,-0.215,293.510,-0.569,0.190,0.550,12.137,0.000,TAKEOFF
1775850519.649,1.578,-0.451,294.980,-0.600,0.014,0.550,12.135,0.000,TAKEOFF
1775850519.977,1.673,-0.725,296.450,-0.577,-0.164,0.550,12.132,0.000,TAKEOFF
1775850520.304,1.679,-1.015,297.920,-0.503,-0.327,0.550,12.130,0.000,TAKEOFF
1775850520.631,1.598,-1.296,299.390,-0.384,-0.461,0.550,12.128,0.000,TAKEOFF
1775850520.959,1.437,-1.543,300.860,-0.230,-0.554,0.550,12.126,0.000,TAKEOFF
1775850521.287,1.213,-1.733,302.330,-0.056,-0.597,0.550,12.124,0.000,TAKEOFF
1775850521.613,0.946,-1.847,303.800,0.123,-0.587,0.550,12.122,0.000,TAKEOFF
1775850521.940,0.657,-1.875,305.270,0.291,-0.525,0.550,12.120,0.000,TAKEOFF
1775850522.269,0.372,-1.813,306.740,0.433,-0.415,0.550,12.117,0.000,TAKEOFF
1775850522.592,0.115,-1.670,308.210,0.536,-0.269,0.550,12.115,0.000,TAKEOFF
1775850522.919,-0.090,-1.460,309.680,0.592,-0.098,0.550,12.113,0.000,TAKEOFF
1775850523.246,-0.224,-1.201,311.150,0.595,0.081,0.550,12.111,0.000,TAKEOFF
1775850523.575,-0.272,-0.915,312.620,0.544,0.253,0.550,12.109,0.000,TAKEOFF
1775850523.902,-0.232,-0.627,314.090,0.445,0.403,0.550,12.107,0.000,TAKEOFF
1775850524.227,-0.107,-0.361,315.560,0.306,0.516,0.550,12.105,0.000,TAKEOFF
1775850524.557,0.089,-0.141,317.030,0.140,0.583,0.550,12.102,0.000,TAKEOFF
1775850524.883,0.339,0.011,318.500,-0.039,0.599,0.550,12.100,0.000,TAKEOFF
1775850525.211,0.620,0.080,319.970,-0.214,0.561,0.550,12.098,0.000,TAKEOFF
1775850525.538,0.910,0.060,321.440,-0.370,0.472,0.550,12.096,0.000,TAKEOFF
1775850525.864,1.184,-0.046,322.910,-0.493,0.342,0.550,12.094,0.000,TAKEOFF
1775850526.191,1.416,-0.226,324.380,-0.572,0.181,0.550,12.092,0.000,TAKEOFF
1775850526.519,1.586,-0.465,325.850,-0.600,0.004,0.550,12.089,0.000,TAKEOFF
1775850526.845,1.675,-0.741,327.320,-0.574,-0.174,0.550,12.087,0.000,TAKEOFF
1775850527.172,1.677,-1.031,328.790,-0.497,-0.336,0.550,12.085,0.000,TAKEOFF
1775850527.496,1.591,-1.311,330.260,-0.376,-0.468,0.550,12.083,0.000,TAKEOFF
1775850527.824,1.426,-1.555,331.730,-0.221,-0.558,0.550,12.081,0.000,TAKEOFF
1775850528.149,1.199,-1.741,333.200,-0.046,-0.598,0.550,12.079,0.000,TAKEOFF
1775850528.475,0.930,-1.851,334.670,0.133,-0.585,0.550,12.077,0.000,TAKEOFF
1775850528.804,0.641,-1.874,336.140,0.300,-0.520,0.550,12.074,0.000,TAKEOFF
1775850529.132,0.357,-1.808,337.610,0.440,-0.408,0.550,12.072,0.000,TAKEOFF
1775850529.460,0.102,-1.660,339.080,0.541,-0.260,0.550,12.070,0.000,TAKEOFF
1775850529.785,-0.100,-1.446,340.550,0.593,-0.088,0.550,12.068,0.000,TAKEOFF
1775850530.113,-0.229,-1.185,342.020,0.593,0.091,0.550,12.066,0.000,TAKEOFF
1775850530.439,-0.272,-0.899,343.490,0.540,0.262,0.550,12.064,0.000,TAKEOFF
1775850530.768,-0.227,-0.611,344.960,0.438,0.410,0.550,12.062,0.000,TAKEOFF
1775850531.095,-0.098,-0.347,346.430,0.297,0.521,0.550,12.059,0.000,TAKEOFF
1775850531.420,0.102,-0.131,347.900,0.130,0.586,0.550,12.057,0.000,TAKEOFF
1775850531.748,0.354,0.017,349.370,-0.049,0.598,0.550,12.055,0.000,TAKEOFF
1775850532.078,0.637,0.081,350.840,-0.223,0.557,0.550,12.053,0.000,TAKEOFF
1775850532.405,0.926,0.056,352.310,-0.378,0.466,0.550,12.051,0.000,TAKEOFF
1775850532.730,1.198,-0.054,353.780,-0.499,0.334,0.550,12.049,0.000,TAKEOFF
1775850533.056,1.428,-0.238,355.250,-0.575,0.171,0.550,12.047,0.000,TAKEOFF
1775850533.383,1.593,-0.480,356.720,-0.600,-0.006,0.550,12.044,0.000,TAKEOFF
1775850533.711,1.678,-0.757,358.190,-0.571,-0.183,0.550,12.042,0.000,TAKEOFF
1775850534.038,1.674,-1.048,359.660,-0.492,-0.344,0.550,12.040,0.000,TAKEOFF
1775850534.367,1.583,-1.326,361.130,-0.368,-0.474,0.550,12.038,0.000,TAKEOFF
1775850534.693,1.415,-1.567,362.600,-0.211,-0.562,0.550,12.036,0.000,TAKEOFF
1775850535.021,1.185,-1.750,364.070,-0.036,-0.599,0.550,12.034,0.000,TAKEOFF
1775850535.346,0.914,-1.855,365.540,0.143,-0.583,0.550,12.032,0.000,TAKEOFF
1775850535.672,0.625,-1.872,367.010,0.308,-0.515,0.550,12.029,0.000,TAKEOFF
1775850536.002,0.341,-1.801,368.480,0.447,-0.401,0.550,12.027,0.000,TAKEOFF
1775850536.329,0.089,-1.650,369.950,0.545,-0.251,0.550,12.025,0.000,TAKEOFF
1775850536.654,-0.109,-1.433,371.420,0.595,-0.078,0.550,12.023,0.000,TAKEOFF
1775850536.982,-0.234,-1.170,372.890,0.591,0.101,0.550,12.021,0.000,TAKEOFF
1775850537.308,-0.272,-0.882,374.360,0.535,0.271,0.550,12.019,0.000,TAKEOFF
1775850537.635,-0.222,-0.595,375.830,0.431,0.417,0.550,12.017,0.000,TAKEOFF
1775850537.959,-0.088,-0.333,377.300,0.289,0.526,0.550,12.014,0.000,TAKEOFF
1775850538.286,0.115,-0.121,378.770,0.120,0.588,0.550,12.012,0.000,TAKEOFF
1775850538.613,0.369,0.023,380.240,-0.059,0.597,0.550,12.010,0.000,TAKEOFF
1775850538.941,0.653,0.082,381.710,-0.233,0.553,0.550,12.008,0.000,TAKEOFF
1775850539.269,0.942,0.052,383.180,-0.386,0.460,0.550,12.006,0.000,TAKEOFF
1775850539.595,1.212,-0.062,384.650,-0.504,0.325,0.550,12.004,0.000,TAKEOFF
1775850539.923,1.439,-0.251,386.120,-0.578,0.162,0.550,12.002,0.000,TAKEOFF
1775850540.251,1.600,-0.495,387.590,-0.600,-0.016,0.550,11.999,0.000,TAKEOFF
1775850540.579,1.680,-0.774,389.060,-0.568,-0.193,0.550,11.997,0.000,TAKEOFF
1775850540.907,1.671,-1.064,390.530,-0.486,-0.352,0.550,11.995,0.000,TAKEOFF
1775850541.235,1.576,-1.341,392.000,-0.360,-0.480,0.550,11.993,0.000,TAKEOFF
1775850541.561,1.403,-1.579,393.470,-0.202,-0.565,0.550,11.991,0.000,TAKEOFF
1775850541.889,1.171,-1.758,394.940,-0.026,-0.599,0.550,11.989,0.000,TAKEOFF
1775850542.217,0.898,-1.858,396.410,0.152,-0.580,0.550,11.987,0.000,TAKEOFF
1775850542.545,0.608,-1.871,397.880,0.317,-0.509,0.550,11.984,0.000,TAKEOFF
1775850542.874,0.326,-1.795,399.350,0.453,-0.393,0.550,11.982,0.000,TAKEOFF
1775850543.198,0.076,-1.639,400.820,0.549,-0.241,0.550,11.980,0.000,TAKEOFF
1775850543.524,-0.118,-1.419,402.290,0.596,-0.068,0.550,11.978,0.000,TAKEOFF
1775850543.850,-0.238,-1.154,403.760,0.590,0.111,0.550,11.976,0.000,TAKEOFF
1775850544.175,-0.272,-0.866,405.230,0.531,0.280,0.550,11.974,0.000,TAKEOFF
1775850544.502,-0.216,-0.580,406.700,0.424,0.424,0.550,11.972,0.000,TAKEOFF
1775850544.831,-0.079,-0.320,408.170,0.280,0.531,0.550,11.969,0.000,TAKEOFF
1775850545.156,0.128,-0.111,409.640,0.110,0.590,0.550,11.967,0.000,TAKEOFF
1775850545.482,0.385,0.028,411.110,-0.069,0.596,0.550,11.965,0.000,TAKEOFF
1775850545.810,0.669,0.083,412.580,-0.242,0.549,0.550,11.963,0.000,TAKEOFF
1775850546.137,0.958,0.048,414.050,-0.393,0.453,0.550,11.961,0.000,TAKEOFF
1775850546.462,1.226,-0.071,415.520,-0.510,0.317,0.550,11.959,0.000,TAKEOFF
1775850546.788,1.450,-0.263,416.990,-0.580,0.152,0.550,11.957,0.000,TAKEOFF
1775850547.115,1.607,-0.510,418.460,-0.599,-0.027,0.550,11.954,0.000,TAKEOFF
1775850547.440,1.682,-0.790,419.930,-0.565,-0.202,0.550,11.952,0.000,TAKEOFF
1775850547.767,1.668,-1.080,421.400,-0.480,-0.360,0.550,11.950,0.000,TAKEOFF
1775850548.094,1.568,-1.355,422.870,-0.352,-0.486,0.550,11.948,0.000,TAKEOFF
1775850548.421,1.392,-1.591,424.340,-0.192,-0.568,0.550,11.946,0.000,TAKEOFF
1775850548.747,1.156,-1.766,425.810,-0.016,-0.600,0.550,11.944,0.000,TAKEOFF
1775850549.075,0.882,-1.861,427.280,0.162,-0.578,0.550,11.941,0.000,TAKEOFF
1775850549.403,0.592,-1.869,428.750,0.326,-0.504,0.550,11.939,0.000,TAKEOFF
1775850549.734,0.311,-1.788,430.220,0.460,-0.385,0.550,11.937,0.000,TAKEOFF
1775850550.059,0.064,-1.628,431.690,0.553,-0.232,0.550,11.935,0.000,TAKEOFF
1775850550.385,-0.127,-1.405,433.160,0.597,-0.058,0.550,11.933,0.000,TAKEOFF
1775850550.715,-0.242,-1.138,434.630,0.588,0.121,0.550,11.931,0.000,TAKEOFF
1775850551.041,-0.271,-0.850,436.100,0.526,0.289,0.550,11.929,0.000,TAKEOFF
1775850551.368,-0.211,-0.564,437.570,0.417,0.432,0.550,11.926,0.000,TAKEOFF
1775850551.695,-0.069,-0.307,439.040,0.271,0.535,0.550,11.924,0.000,TAKEOFF
1775850552.024,0.141,-0.101,440.510,0.100,0.592,0.550,11.922,0.000,TAKEOFF
1775850552.350,0.400,0.034,441.980,-0.079,0.595,0.550,11.920,0.000,TAKEOFF
1775850552.677,0.685,0.083,443.450,-0.251,0.545,0.550,11.918,0.000,TAKEOFF
1775850553.005,0.974,0.044,444.920,-0.401,0.446,0.550,11.916,0.000,TAKEOFF
1775850553.333,1.240,-0.080,446.390,-0.515,0.308,0.550,11.914,0.000,TAKEOFF
1775850553.657,1.460,-0.276,447.860,-0.583,0.142,0.550,11.911,0.000,TAKEOFF
1775850553.984,1.613,-0.525,449.330,-0.599,-0.037,0.550,11.909,0.000,TAKEOFF
1775850554.313,1.684,-0.806,450.800,-0.561,-0.212,0.550,11.907,0.000,TAKEOFF
1775850554.641,1.665,-1.096,452.270,-0.474,-0.368,0.550,11.905,0.000,TAKEOFF
1775850554.968,1.560,-1.370,453.740,-0.344,-0.492,0.550,11.903,0.000,TAKEOFF
1775850555.295,1.380,-1.603,455.210,-0.183,-0.571,0.550,11.901,0.000,TAKEOFF
1775850555.620,1.142,-1.773,456.680,-0.006,-0.600,0.550,11.899,0.000,TAKEOFF
1775850555.947,0.866,-1.864,458.150,0.172,-0.575,0.550,11.896,0.000,TAKEOFF
1775850556.271,0.576,-1.866,459.620,0.334,-0.498,0.550,11.894,0.000,TAKEOFF
1775850556.597,0.296,-1.781,461.090,0.466,-0.378,0.550,11.892,0.000,TAKEOFF
1775850556.925,0.051,-1.617,462.560,0.557,-0.223,0.550,11.890,0.000,TAKEOFF
1775850557.254,-0.136,-1.391,464.030,0.598,-0.048,0.550,11.888,0.000,TAKEOFF
1775850557.580,-0.246,-1.122,465.500,0.586,0.131,0.550,11.886,0.000,TAKEOFF
1775850557.908,-0.270,-0.833,466.970,0.521,0.298,0.550,11.884,0.000,TAKEOFF
1775850558.235,-0.205,-0.549,468.440,0.410,0.438,0.550,11.881,0.000,TAKEOFF
1775850558.562,-0.059,-0.294,469.910,0.262,0.540,0.550,11.879,0.000,TAKEOFF
1775850558.888,0.155,-0.091,471.380,0.090,0.593,0.550,11.877,0.000,TAKEOFF
