time,sim_t,target_x,target_y,target_z,err_x,err_y,err_z,pid_pitch,pid_roll,pid_thrust,wind_x,wind_y,Kp,Ki,Kd
1776376058.004,187.6,54.910,50.676,100.000,-0.036,0.022,-0.030,-0.196,0.301,0.300,0.962,-1.474,2.1,0.9,1.0
1776376058.437,188.0,54.910,50.676,100.000,-0.029,0.017,-0.025,-0.195,0.300,0.300,0.962,-1.474,2.1,0.9,1.0
1776376058.871,188.4,54.910,50.676,100.000,-0.022,0.014,-0.029,-0.195,0.300,0.344,0.962,-1.474,2.1,0.9,1.0
1776376059.308,188.8,54.910,50.676,100.000,-0.018,0.011,-0.025,-0.195,0.300,0.300,0.962,-1.474,2.1,0.9,1.0
1776376059.746,189.2,54.910,50.676,100.000,-0.014,0.008,-0.027,-0.195,0.300,0.337,0.962,-1.474,2.1,0.9,1.0
1776376060.179,189.6,54.910,50.676,100.000,-0.011,0.006,-0.020,-0.194,0.300,0.300,0.962,-1.474,2.1,0.9,1.0
1776376060.611,190.0,54.910,50.676,100.000,-0.008,0.005,-0.036,-0.194,0.300,0.384,0.962,-1.474,2.1,0.9,1.0
1776376061.042,190.4,54.910,50.676,100.000,-0.007,0.004,-0.045,-0.194,0.299,0.300,0.962,-1.474,2.1,0.9,1.0
1776376061.479,190.8,54.910,50.676,100.000,-0.005,0.003,-0.053,-0.194,0.299,0.300,0.962,-1.474,2.1,0.9,1.0
1776376061.913,191.2,54.910,50.676,100.000,-0.004,0.002,-0.029,-0.194,0.299,0.300,0.962,-1.474,2.1,0.9,1.0
1776376062.347,191.6,54.910,50.676,100.000,-0.003,0.002,-0.029,-0.194,0.299,0.300,0.962,-1.474,2.1,0.9,1.0
1776376062.780,192.0,54.910,50.676,100.000,-0.002,0.001,-0.027,-0.194,0.299,0.300,0.962,-1.474,2.1,0.9,1.0
1776376063.210,192.4,54.910,50.676,100.000,-0.002,0.001,-0.019,-0.194,0.299,0.300,0.962,-1.474,2.1,0.9,1.0
1776376063.646,192.8,54.910,50.676,100.000,-0.001,0.001,-0.038,-0.194,0.299,0.393,0.962,-1.474,2.1,0.9,1.0
1776376064.079,193.2,54.910,50.676,100.000,-0.001,0.001,-0.050,-0.194,0.299,0.300,0.962,-1.474,2.1,0.9,1.0
1776376064.508,193.6,54.910,50.676,100.000,-0.001,0.001,-0.034,-0.194,0.299,0.300,0.962,-1.474,2.1,0.9,1.0
1776376064.943,194.0,54.910,50.676,100.000,0.106,-0.132,-0.041,0.234,-0.230,0.300,-1.087,1.050,2.1,0.9,1.0
1776376065.376,194.4,54.910,50.676,100.000,0.142,-0.177,-0.053,0.232,-0.228,0.300,-1.087,1.050,2.1,0.9,1.0
1776376065.808,194.8,54.910,50.676,100.000,0.146,-0.181,-0.032,0.231,-0.226,0.300,-1.087,1.050,2.1,0.9,1.0
1776376066.245,195.2,54.910,50.676,100.000,0.134,-0.166,-0.036,0.229,-0.224,0.300,-1.087,1.050,2.1,0.9,1.0
1776376066.680,195.6,54.910,50.676,100.000,0.116,-0.144,-0.041,0.227,-0.222,0.300,-1.087,1.050,2.1,0.9,1.0
1776376067.115,196.0,54.910,50.676,100.000,0.097,-0.121,-0.049,0.226,-0.220,0.300,-1.087,1.050,2.1,0.9,1.0
1776376067.549,196.4,54.910,50.676,100.000,0.080,-0.099,-0.056,0.224,-0.218,0.300,-1.087,1.050,2.1,0.9,1.0
1776376067.981,196.8,54.910,50.676,100.000,0.065,-0.080,-0.033,0.223,-0.217,0.300,-1.087,1.050,2.1,0.9,1.0
1776376068.415,197.2,54.910,50.676,100.000,0.052,-0.064,-0.035,0.222,-0.216,0.300,-1.087,1.050,2.1,0.9,1.0
1776376068.845,197.6,54.910,50.676,100.000,0.041,-0.051,-0.038,0.222,-0.215,0.300,-1.087,1.050,2.1,0.9,1.0
1776376069.280,198.0,54.910,50.676,100.000,0.032,-0.040,-0.041,0.221,-0.214,0.300,-1.087,1.050,2.1,0.9,1.0
1776376069.713,198.4,54.910,50.676,100.000,0.026,-0.032,-0.047,0.221,-0.214,0.300,-1.087,1.050,2.1,0.9,1.0
1776376070.148,198.8,54.910,50.676,100.000,0.020,-0.025,-0.060,0.220,-0.213,0.300,-1.087,1.050,2.1,0.9,1.0
1776376070.583,199.2,54.910,50.676,100.000,0.016,-0.020,-0.029,0.220,-0.213,0.300,-1.087,1.050,2.1,0.9,1.0
1776376071.019,199.6,54.910,50.676,100.000,0.012,-0.015,-0.025,0.220,-0.213,0.300,-1.087,1.050,2.1,0.9,1.0
1776376071.456,200.0,54.910,50.676,100.000,0.010,-0.012,-0.026,0.220,-0.212,0.333,-1.087,1.050,2.1,0.9,1.0
1776376071.890,200.4,54.910,50.676,100.000,0.008,-0.009,-0.019,0.220,-0.212,0.303,-1.087,1.050,2.1,0.9,1.0
1776376072.324,200.8,54.910,50.676,100.000,0.006,-0.007,-0.038,0.219,-0.212,0.394,-1.087,1.050,2.1,0.9,1.0
1776376072.758,201.2,54.910,50.676,100.000,0.005,-0.006,-0.051,0.219,-0.212,0.300,-1.087,1.050,2.1,0.9,1.0
1776376073.196,201.6,54.910,50.676,100.000,0.004,-0.004,-0.031,0.219,-0.212,0.300,-1.087,1.050,2.1,0.9,1.0
1776376073.630,202.0,54.910,50.676,100.000,0.003,-0.003,-0.035,0.219,-0.212,0.300,-1.087,1.050,2.1,0.9,1.0
1776376074.065,202.4,54.910,50.676,100.000,0.002,-0.003,-0.042,0.219,-0.212,0.300,-1.087,1.050,2.1,0.9,1.0
1776376074.499,202.8,54.910,50.676,100.000,0.002,-0.002,-0.053,0.219,-0.212,0.300,-1.087,1.050,2.1,0.9,1.0
1776376074.933,203.2,54.910,50.676,100.000,0.001,-0.002,-0.038,0.219,-0.212,0.300,-1.087,1.050,2.1,0.9,1.0
1776376075.368,203.6,54.910,50.676,100.000,0.001,-0.001,-0.046,0.219,-0.212,0.300,-1.087,1.050,2.1,0.9,1.0
1776376075.803,204.0,54.910,50.676,100.000,-0.003,0.111,-0.060,0.202,0.310,0.300,-1.004,-1.489,2.1,0.9,1.0
1776376076.234,204.4,54.910,50.676,100.000,-0.005,0.171,-0.015,0.202,0.319,0.300,-1.004,-1.489,2.1,0.9,1.0
1776376076.668,204.8,104.910,50.676,100.000,49.943,0.183,-0.030,0.800,0.318,0.377,-1.004,-1.489,2.1,0.9,1.0
1776376077.102,205.2,104.910,50.676,100.000,49.358,0.172,-0.038,0.800,0.315,0.300,-1.004,-1.489,2.1,0.9,1.0
1776376077.534,205.6,104.910,50.676,100.000,48.394,0.151,-0.051,0.800,0.313,0.300,-1.004,-1.489,2.1,0.9,1.0
1776376077.968,206.0,104.910,50.676,100.000,47.232,0.127,-0.029,0.800,0.311,0.300,-1.004,-1.489,2.1,0.9,1.0
1776376078.400,206.4,104.910,50.676,100.000,45.968,0.105,-0.032,0.800,0.309,0.300,-1.004,-1.489,2.1,0.9,1.0
1776376078.834,206.8,104.910,50.676,100.000,44.649,0.085,-0.035,0.800,0.308,0.300,-1.004,-1.489,2.1,0.9,1.0
1776376079.331,207.2,104.910,50.676,100.000,43.302,0.068,-0.038,0.800,0.307,0.300,-1.004,-1.489,2.1,0.9,1.0
1776376079.763,207.6,104.910,50.676,100.000,41.940,0.054,-0.043,0.800,0.306,0.300,-1.004,-1.489,2.1,0.9,1.0
1776376080.196,208.0,104.910,50.676,100.000,40.571,0.043,-0.053,0.800,0.305,0.300,-1.004,-1.489,2.1,0.9,1.0
1776376080.630,208.4,104.910,50.676,100.000,39.198,0.034,-0.047,0.800,0.305,0.300,-1.004,-1.489,2.1,0.9,1.0
1776376081.063,208.8,104.910,50.676,100.000,37.822,0.027,-0.061,0.800,0.304,0.300,-1.004,-1.489,2.1,0.9,1.0
1776376081.498,209.2,104.910,50.676,100.000,36.446,0.021,-0.017,0.800,0.304,0.300,-1.004,-1.489,2.1,0.9,1.0
1776376081.931,209.6,104.910,50.676,100.000,35.069,0.016,-0.029,0.800,0.303,0.366,-1.004,-1.489,2.1,0.9,1.0
1776376082.362,210.0,104.910,50.676,100.000,33.692,0.013,-0.033,0.800,0.303,0.300,-1.004,-1.489,2.1,0.9,1.0
1776376082.797,210.4,104.910,50.676,100.000,32.314,0.010,-0.038,0.800,0.303,0.300,-1.004,-1.489,2.1,0.9,1.0
1776376083.232,210.8,104.910,50.676,100.000,30.937,0.008,-0.046,0.800,0.303,0.300,-1.004,-1.489,2.1,0.9,1.0
1776376083.669,211.2,104.910,50.676,100.000,29.559,0.006,-0.058,0.800,0.303,0.300,-1.004,-1.489,2.1,0.9,1.0
1776376084.101,211.6,104.910,50.676,100.000,28.181,0.005,-0.021,0.800,0.303,0.300,-1.004,-1.489,2.1,0.9,1.0
1776376084.537,212.0,104.910,50.676,100.000,26.804,0.004,-0.020,0.800,0.303,0.321,-1.004,-1.489,2.1,0.9,1.0
1776376084.971,212.4,104.910,50.676,100.000,25.426,0.003,-0.024,0.800,0.303,0.341,-1.004,-1.489,2.1,0.9,1.0
1776376085.404,212.8,104.910,50.676,100.000,24.049,0.002,-0.019,0.800,0.302,0.300,-1.004,-1.489,2.1,0.9,1.0
1776376085.838,213.2,104.910,50.676,100.000,22.671,0.002,-0.028,0.800,0.302,0.358,-1.004,-1.489,2.1,0.9,1.0
1776376086.268,213.6,104.910,50.676,100.000,21.293,0.001,-0.029,0.800,0.302,0.300,-1.004,-1.489,2.1,0.9,1.0
1776376086.702,214.0,104.910,50.676,100.000,19.816,-0.058,-0.028,0.800,-0.138,0.300,0.741,0.316,2.1,0.9,1.0
1776376087.136,214.4,104.910,50.676,100.000,17.963,-0.115,-0.022,0.800,-0.075,0.300,0.741,0.316,2.1,0.9,1.0
1776376087.572,214.8,104.910,50.676,100.000,15.893,-0.130,-0.031,0.800,-0.074,0.358,0.741,0.316,2.1,0.9,1.0
1776376088.007,215.2,104.910,50.676,100.000,13.709,-0.125,-0.031,0.800,-0.072,0.300,0.741,0.316,2.1,0.9,1.0
1776376088.442,215.6,104.910,50.676,100.000,11.465,-0.111,-0.030,0.800,-0.071,0.300,0.741,0.316,2.1,0.9,1.0
1776376088.874,216.0,104.910,50.676,100.000,9.191,-0.094,-0.024,0.800,-0.070,0.300,0.741,0.316,2.1,0.9,1.0
1776376089.309,216.4,104.910,50.676,100.000,6.900,-0.078,-0.029,0.800,-0.068,0.347,0.741,0.316,2.1,0.9,1.0
1776376089.745,216.8,104.910,50.676,100.000,4.601,-0.064,-0.026,0.800,-0.067,0.300,0.741,0.316,2.1,0.9,1.0
1776376090.178,217.2,104.910,50.676,100.000,2.298,-0.051,-0.023,0.800,-0.067,0.319,0.741,0.316,2.1,0.9,1.0
1776376090.612,217.6,104.910,50.676,100.000,0.071,-0.041,-0.028,-0.070,-0.066,0.346,0.741,0.316,2.1,0.9,1.0
1776376091.043,218.0,104.910,50.676,100.000,-1.145,-0.032,-0.025,-0.300,-0.065,0.300,0.741,0.316,2.1,0.9,1.0
1776376091.476,218.4,104.910,50.676,100.000,-1.593,-0.026,-0.023,-0.295,-0.065,0.322,0.741,0.316,2.1,0.9,1.0
1776376091.912,218.8,104.910,50.676,100.000,-1.650,-0.020,-0.026,-0.280,-0.065,0.337,0.741,0.316,2.1,0.9,1.0
1776376092.345,219.2,104.910,50.676,100.000,-1.524,-0.016,-0.019,-0.260,-0.064,0.300,0.741,0.316,2.1,0.9,1.0
1776376092.778,219.6,104.910,50.676,100.000,-1.327,-0.012,-0.036,-0.241,-0.064,0.387,0.741,0.316,2.1,0.9,1.0
1776376093.208,220.0,104.910,50.676,100.000,-1.115,-0.010,-0.046,-0.224,-0.064,0.300,0.741,0.316,2.1,0.9,1.0
1776376093.643,220.4,104.910,50.676,100.000,-0.916,-0.008,-0.046,-0.209,-0.064,0.300,0.741,0.316,2.1,0.9,1.0
1776376094.077,220.8,104.910,50.676,100.000,-0.741,-0.006,-0.047,-0.197,-0.064,0.300,0.741,0.316,2.1,0.9,1.0
1776376094.511,221.2,104.910,50.676,100.000,-0.594,-0.005,-0.045,-0.187,-0.064,0.300,0.741,0.316,2.1,0.9,1.0
1776376094.946,221.6,104.910,50.676,100.000,-0.472,-0.004,-0.050,-0.179,-0.064,0.300,0.741,0.316,2.1,0.9,1.0
1776376095.380,222.0,104.910,50.676,100.000,-0.373,-0.003,-0.037,-0.172,-0.063,0.300,0.741,0.316,2.1,0.9,1.0
1776376095.815,222.4,104.910,50.676,100.000,-0.294,-0.002,-0.047,-0.167,-0.063,0.300,0.741,0.316,2.1,0.9,1.0
1776376096.250,222.8,104.910,50.676,100.000,-0.231,-0.002,-0.048,-0.163,-0.063,0.300,0.741,0.316,2.1,0.9,1.0
1776376096.683,223.2,104.910,50.676,100.000,-0.181,-0.001,-0.045,-0.160,-0.063,0.300,0.741,0.316,2.1,0.9,1.0
1776376097.118,223.6,104.910,50.676,100.000,-0.142,-0.001,-0.055,-0.158,-0.063,0.300,0.741,0.316,2.1,0.9,1.0
1776376097.551,224.0,104.910,50.676,100.000,-0.090,-0.020,-0.024,-0.156,-0.063,0.300,-0.272,1.287,2.1,0.9,1.0
1776376097.982,224.4,104.910,50.676,100.000,-0.027,-0.058,-0.020,0.055,-0.267,0.300,-0.272,1.287,2.1,0.9,1.0
1776376098.415,224.8,104.910,50.676,100.000,0.004,-0.070,-0.026,0.056,-0.266,0.346,-0.272,1.287,2.1,0.9,1.0
1776376098.881,225.2,104.910,50.676,100.000,0.018,-0.069,-0.022,0.057,-0.266,0.300,-0.272,1.287,2.1,0.9,1.0
1776376099.313,225.6,104.910,50.676,100.000,0.023,-0.062,-0.022,0.056,-0.265,0.325,-0.272,1.287,2.1,0.9,1.0
1776376099.747,226.0,104.910,50.676,100.000,0.023,-0.054,-0.023,0.056,-0.264,0.329,-0.272,1.287,2.1,0.9,1.0
1776376100.182,226.4,104.910,50.676,100.000,0.021,-0.045,-0.020,0.056,-0.263,0.316,-0.272,1.287,2.1,0.9,1.0
1776376100.613,226.8,104.910,50.676,100.000,0.018,-0.036,-0.028,0.056,-0.263,0.357,-0.272,1.287,2.1,0.9,1.0
1776376101.047,227.2,104.910,50.676,100.000,0.015,-0.029,-0.029,0.055,-0.262,0.300,-0.272,1.287,2.1,0.9,1.0
1776376101.478,227.6,104.910,50.676,100.000,0.012,-0.023,-0.026,0.055,-0.262,0.300,-0.272,1.287,2.1,0.9,1.0
1776376101.910,228.0,104.910,50.676,100.000,0.010,-0.019,-0.019,0.055,-0.261,0.300,-0.272,1.287,2.1,0.9,1.0
1776376102.377,228.4,104.910,50.676,100.000,0.008,-0.015,-0.039,0.055,-0.261,0.397,-0.272,1.287,2.1,0.9,1.0
1776376102.813,228.8,104.910,50.676,100.000,0.006,-0.012,-0.052,0.055,-0.261,0.300,-0.272,1.287,2.1,0.9,1.0
1776376103.248,229.2,104.910,50.676,100.000,0.005,-0.009,-0.024,0.055,-0.261,0.300,-0.272,1.287,2.1,0.9,1.0
1776376103.680,229.6,104.910,50.676,100.000,0.004,-0.007,-0.021,0.055,-0.261,0.300,-0.272,1.287,2.1,0.9,1.0
1776376104.113,230.0,104.910,50.676,100.000,0.003,-0.006,-0.021,0.055,-0.261,0.326,-0.272,1.287,2.1,0.9,1.0
1776376104.548,230.4,104.910,50.676,100.000,0.002,-0.004,-0.021,0.055,-0.261,0.326,-0.272,1.287,2.1,0.9,1.0
1776376104.983,230.8,104.910,50.676,100.000,0.002,-0.003,-0.021,0.055,-0.260,0.326,-0.272,1.287,2.1,0.9,1.0
1776376105.418,231.2,104.910,50.676,100.000,0.001,-0.003,-0.021,0.055,-0.260,0.326,-0.272,1.287,2.1,0.9,1.0
1776376105.852,231.6,104.910,50.676,100.000,0.001,-0.002,-0.021,0.055,-0.260,0.325,-0.272,1.287,2.1,0.9,1.0
1776376106.287,232.0,104.910,50.676,100.000,0.001,-0.002,-0.021,0.055,-0.260,0.328,-0.272,1.287,2.1,0.9,1.0
1776376106.726,232.4,104.910,50.676,100.000,0.001,-0.001,-0.019,0.054,-0.260,0.317,-0.272,1.287,2.1,0.9,1.0
1776376107.161,232.8,104.910,50.676,100.000,0.001,-0.001,-0.027,0.054,-0.260,0.352,-0.272,1.287,2.1,0.9,1.0
1776376107.596,233.2,104.910,50.676,100.000,0.000,-0.001,-0.026,0.054,-0.260,0.300,-0.272,1.287,2.1,0.9,1.0
1776376108.030,233.6,104.910,50.676,100.000,0.000,-0.001,-0.020,0.054,-0.260,0.300,-0.272,1.287,2.1,0.9,1.0
1776376108.464,234.0,104.910,50.676,100.000,0.000,-0.000,-0.030,0.054,-0.260,0.362,-0.272,1.287,2.1,0.9,1.0
1776376108.895,234.4,104.910,50.676,100.000,-0.073,0.057,-0.032,-0.238,-0.029,0.300,1.127,0.189,2.1,0.9,1.0
1776376109.328,234.8,104.910,50.676,100.000,-0.097,0.077,-0.034,-0.236,-0.031,0.300,1.127,0.189,2.1,0.9,1.0
1776376109.761,235.2,104.910,50.676,100.000,-0.100,0.079,-0.035,-0.235,-0.032,0.300,1.127,0.189,2.1,0.9,1.0
1776376110.196,235.6,104.910,50.676,100.000,-0.092,0.072,-0.036,-0.234,-0.033,0.300,1.127,0.189,2.1,0.9,1.0
1776376110.632,236.0,104.910,50.676,100.000,-0.079,0.063,-0.035,-0.233,-0.034,0.300,1.127,0.189,2.1,0.9,1.0
1776376111.064,236.4,104.910,50.676,100.000,-0.067,0.053,-0.033,-0.232,-0.034,0.300,1.127,0.189,2.1,0.9,1.0
1776376111.500,236.8,104.910,50.676,100.000,-0.055,0.043,-0.028,-0.231,-0.035,0.300,1.127,0.189,2.1,0.9,1.0
1776376111.934,237.2,104.910,50.676,100.000,-0.044,0.035,-0.030,-0.230,-0.036,0.340,1.127,0.189,2.1,0.9,1.0
1776376112.368,237.6,104.910,50.676,100.000,-0.035,0.028,-0.024,-0.230,-0.036,0.300,1.127,0.189,2.1,0.9,1.0
1776376112.803,238.0,104.910,50.676,100.000,-0.028,0.022,-0.033,-0.229,-0.036,0.360,1.127,0.189,2.1,0.9,1.0
1776376113.236,238.4,104.910,50.676,100.000,-0.022,0.018,-0.034,-0.229,-0.037,0.300,1.127,0.189,2.1,0.9,1.0
1776376113.669,238.8,104.910,50.676,100.000,-0.017,0.014,-0.034,-0.229,-0.037,0.300,1.127,0.189,2.1,0.9,1.0
1776376114.103,239.2,104.910,50.676,100.000,-0.014,0.011,-0.032,-0.228,-0.037,0.300,1.127,0.189,2.1,0.9,1.0
1776376114.537,239.6,104.910,50.676,100.000,-0.011,0.009,-0.026,-0.228,-0.037,0.300,1.127,0.189,2.1,0.9,1.0
1776376114.971,240.0,104.910,50.676,100.000,-0.008,0.007,-0.031,-0.228,-0.037,0.346,1.127,0.189,2.1,0.9,1.0
1776376115.405,240.4,104.910,50.676,100.000,-0.007,0.005,-0.027,-0.228,-0.038,0.300,1.127,0.189,2.1,0.9,1.0
1776376115.838,240.8,104.910,50.676,100.000,-0.005,0.004,-0.025,-0.228,-0.038,0.325,1.127,0.189,2.1,0.9,1.0
1776376116.268,241.2,104.910,50.676,100.000,-0.004,0.003,-0.025,-0.228,-0.038,0.328,1.127,0.189,2.1,0.9,1.0
1776376116.700,241.6,104.910,50.676,100.000,-0.003,0.002,-0.022,-0.228,-0.038,0.318,1.127,0.189,2.1,0.9,1.0
1776376117.136,242.0,104.910,50.676,100.000,-0.002,0.002,-0.028,-0.228,-0.038,0.349,1.127,0.189,2.1,0.9,1.0
1776376117.569,242.4,104.910,50.676,100.000,-0.002,0.002,-0.026,-0.228,-0.038,0.300,1.127,0.189,2.1,0.9,1.0
1776376118.003,242.8,104.910,50.676,100.000,-0.001,0.001,-0.019,-0.227,-0.038,0.303,1.127,0.189,2.1,0.9,1.0
1776376118.440,243.2,104.910,50.676,100.000,-0.001,0.001,-0.038,-0.227,-0.038,0.395,1.127,0.189,2.1,0.9,1.0
1776376118.874,243.6,104.910,50.676,100.000,-0.001,0.001,-0.051,-0.227,-0.038,0.300,1.127,0.189,2.1,0.9,1.0
1776376119.308,244.0,104.910,50.676,100.000,-0.001,0.001,-0.028,-0.227,-0.038,0.300,1.127,0.189,2.1,0.9,1.0
1776376119.743,244.4,104.910,50.676,100.000,-0.008,-0.050,-0.029,-0.261,-0.272,0.300,1.287,1.329,2.1,0.9,1.0
1776376120.177,244.8,104.910,50.676,100.000,-0.011,-0.077,-0.029,-0.261,-0.277,0.300,1.287,1.329,2.1,0.9,1.0
1776376120.609,245.2,104.910,50.676,100.000,-0.012,-0.082,-0.027,-0.261,-0.276,0.300,1.287,1.329,2.1,0.9,1.0
1776376121.043,245.6,104.910,50.676,100.000,-0.011,-0.077,-0.019,-0.261,-0.275,0.302,1.287,1.329,2.1,0.9,1.0
1776376121.476,246.0,105.910,50.676,100.000,0.437,-0.068,-0.039,-0.252,-0.274,0.397,1.287,1.329,2.1,0.9,1.0
1776376121.911,246.4,105.910,50.676,100.000,0.099,-0.057,-0.053,-0.270,-0.273,0.300,1.287,1.329,2.1,0.9,1.0
1776376122.344,246.8,105.910,50.676,100.000,-0.064,-0.047,-0.025,-0.274,-0.272,0.300,1.287,1.329,2.1,0.9,1.0
1776376122.777,247.2,105.910,50.676,100.000,-0.132,-0.038,-0.022,-0.274,-0.272,0.300,1.287,1.329,2.1,0.9,1.0
1776376123.211,247.6,105.910,50.676,100.000,-0.151,-0.031,-0.018,-0.273,-0.271,0.312,1.287,1.329,2.1,0.9,1.0
1776376123.641,248.0,105.910,50.676,100.000,-0.146,-0.024,-0.030,-0.271,-0.271,0.368,1.287,1.329,2.1,0.9,1.0
1776376124.076,248.4,105.910,50.676,100.000,-0.130,-0.019,-0.034,-0.270,-0.270,0.300,1.287,1.329,2.1,0.9,1.0
1776376124.511,248.8,105.910,50.676,100.000,-0.111,-0.015,-0.041,-0.268,-0.270,0.300,1.287,1.329,2.1,0.9,1.0
1776376124.947,249.2,105.910,50.676,100.000,-0.092,-0.012,-0.052,-0.267,-0.270,0.300,1.287,1.329,2.1,0.9,1.0
1776376125.381,249.6,105.910,50.676,100.000,-0.075,-0.009,-0.040,-0.265,-0.270,0.300,1.287,1.329,2.1,0.9,1.0
1776376125.813,250.0,105.910,50.676,100.000,-0.060,-0.007,-0.051,-0.264,-0.270,0.300,1.287,1.329,2.1,0.9,1.0
1776376126.244,250.4,105.910,50.676,100.000,-0.048,-0.006,-0.043,-0.263,-0.269,0.300,1.287,1.329,2.1,0.9,1.0
1776376126.681,250.8,105.910,50.676,100.000,-0.038,-0.004,-0.055,-0.263,-0.269,0.300,1.287,1.329,2.1,0.9,1.0
1776376127.114,251.2,105.910,50.676,100.000,-0.030,-0.003,-0.027,-0.262,-0.269,0.300,1.287,1.329,2.1,0.9,1.0
1776376127.549,251.6,105.910,50.676,100.000,-0.024,-0.003,-0.025,-0.262,-0.269,0.300,1.287,1.329,2.1,0.9,1.0
1776376127.982,252.0,105.910,50.676,100.000,-0.018,-0.002,-0.019,-0.262,-0.269,0.305,1.287,1.329,2.1,0.9,1.0
1776376128.412,252.4,105.910,50.676,100.000,-0.014,-0.002,-0.036,-0.261,-0.269,0.389,1.287,1.329,2.1,0.9,1.0
1776376128.845,252.8,105.910,50.676,100.000,-0.011,-0.001,-0.047,-0.261,-0.269,0.300,1.287,1.329,2.1,0.9,1.0
1776376129.276,253.2,105.910,50.676,100.000,-0.009,-0.001,-0.040,-0.261,-0.269,0.300,1.287,1.329,2.1,0.9,1.0
1776376129.710,253.6,105.910,50.676,100.000,-0.007,-0.001,-0.054,-0.261,-0.269,0.300,1.287,1.329,2.1,0.9,1.0
1776376130.143,254.0,105.910,50.676,100.000,-0.005,-0.001,-0.022,-0.261,-0.269,0.300,1.287,1.329,2.1,0.9,1.0
1776376130.577,254.4,105.910,50.676,100.000,-0.005,0.092,-0.016,-0.266,0.408,0.300,1.308,-1.447,2.1,0.9,1.0
1776376131.011,254.8,105.910,50.676,100.000,-0.005,0.178,-0.033,-0.265,0.312,0.386,1.308,-1.447,2.1,0.9,1.0
1776376131.439,255.2,105.910,50.676,100.000,-0.004,0.201,-0.044,-0.265,0.311,0.300,1.308,-1.447,2.1,0.9,1.0
1776376131.874,255.6,105.910,50.676,100.000,-0.003,0.193,-0.046,-0.265,0.309,0.300,1.308,-1.447,2.1,0.9,1.0
1776376132.307,256.0,105.910,50.676,100.000,-0.003,0.171,-0.041,-0.265,0.306,0.300,1.308,-1.447,2.1,0.9,1.0
1776376132.738,256.4,105.910,50.676,100.000,-0.002,0.146,-0.057,-0.265,0.304,0.300,1.308,-1.447,2.1,0.9,1.0
1776376133.173,256.8,105.910,50.676,100.000,-0.002,0.121,-0.010,-0.265,0.302,0.300,1.308,-1.447,2.1,0.9,1.0
1776376133.607,257.2,105.910,50.676,100.000,-0.001,0.098,-0.031,-0.265,0.300,0.397,1.308,-1.447,2.1,0.9,1.0
1776376134.041,257.6,105.910,50.676,100.000,-0.001,0.079,-0.047,-0.265,0.299,0.300,1.308,-1.447,2.1,0.9,1.0
1776376134.477,258.0,105.910,50.676,100.000,-0.001,0.063,-0.019,-0.265,0.298,0.300,1.308,-1.447,2.1,0.9,1.0
1776376134.911,258.4,105.910,50.676,100.000,-0.001,0.050,-0.016,-0.265,0.297,0.300,1.308,-1.447,2.1,0.9,1.0
1776376135.342,258.8,105.910,50.676,100.000,-0.001,0.039,-0.018,-0.265,0.296,0.331,1.308,-1.447,2.1,0.9,1.0
1776376135.776,259.2,105.910,50.676,100.000,-0.000,0.031,-0.015,-0.265,0.296,0.310,1.308,-1.447,2.1,0.9,1.0
1776376136.211,259.6,105.910,50.676,100.000,-0.000,0.024,-0.029,-0.265,0.295,0.374,1.308,-1.447,2.1,0.9,1.0
1776376136.644,260.0,105.910,50.676,100.000,-0.000,0.019,-0.036,-0.265,0.295,0.300,1.308,-1.447,2.1,0.9,1.0
1776376137.079,260.4,105.910,50.676,100.000,-0.000,0.015,-0.047,-0.265,0.295,0.300,1.308,-1.447,2.1,0.9,1.0
1776376137.512,260.8,105.910,50.676,100.000,-0.000,0.012,-0.042,-0.265,0.294,0.300,1.308,-1.447,2.1,0.9,1.0
1776376137.944,261.2,105.910,50.676,100.000,-0.000,0.009,-0.058,-0.265,0.294,0.300,1.308,-1.447,2.1,0.9,1.0
1776376138.380,261.6,105.910,50.676,100.000,-0.000,0.007,-0.010,-0.265,0.294,0.300,1.308,-1.447,2.1,0.9,1.0
1776376138.814,262.0,105.910,50.676,100.000,-0.000,0.005,-0.033,-0.265,0.294,0.404,1.308,-1.447,2.1,0.9,1.0
1776376139.244,262.4,105.910,50.676,100.000,-0.000,0.004,-0.050,-0.265,0.294,0.300,1.308,-1.447,2.1,0.9,1.0
1776376139.676,262.8,105.910,50.676,100.000,-0.000,0.003,-0.005,-0.265,0.294,0.300,1.308,-1.447,2.1,0.9,1.0
1776376140.112,263.2,105.910,50.676,100.000,-0.000,0.003,-0.028,-0.265,0.294,0.401,1.308,-1.447,2.1,0.9,1.0
1776376140.547,263.6,105.910,50.676,100.000,-0.000,0.002,-0.045,-0.265,0.294,0.300,1.308,-1.447,2.1,0.9,1.0
1776376140.982,264.0,105.910,50.676,100.000,-0.000,0.002,-0.008,-0.265,0.294,0.300,1.308,-1.447,2.1,0.9,1.0
1776376141.415,264.4,105.910,50.676,100.000,0.032,-0.027,-0.013,-0.265,0.294,0.335,-0.281,-0.036,2.1,0.9,1.0
1776376141.850,264.8,105.910,50.676,100.000,0.094,-0.082,-0.008,0.066,-0.002,0.300,-0.281,-0.036,2.1,0.9,1.0
1776376142.287,265.2,105.910,50.676,100.000,0.113,-0.100,-0.029,0.066,-0.001,0.394,-0.281,-0.036,2.1,0.9,1.0
